asin,amazon_title,product_url,amazon_price,buy_box_price,estimated_monthly_sales,total_sellers,fba_sellers,costco_match_quality,costco_item_name,costco_cost,costco_cost_basis,cost_match_reason,economics_confidence,economics_status,estimated_net_profit,estimated_roi_pct,missing_fields,verification_task,opportunity_readiness,recommended_next_step,cache_source,observed_at,enriched_at
B08XPSSJ5S,"Signature Praline Pecans 2.5lb (Family Bundle) Pack of 2 | Kirkland Signature Praline Pecans 2.5 Pound Bag, Family Bundle of 2 Bags, Glazed Candied Pecan Halves",https://www.amazon.com/dp/B08XPSSJ5S,45.49,,400.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B095MLHJ97,"Kirkland Signature Daily Facial Towelettes, 180 Count",https://www.amazon.com/dp/B095MLHJ97,29.49,,500.0,,,mismatch,Kirkland Signature AA Batteries 48 Count,14.99,candidate_match,"Pack/count differs (Amazon [(180.0, 'count')] vs Costco [(48.0, 'count')]); Formula/flavor differs: daily, facial, towelettes vs aa, batteries",provisional,needs_fee_verification,,,"upc,weight,fba_fee",blocked_mismatch,blocked_mismatch,reject_mismatch,brightdata,,
B0CB71V975,"Signature S'more Caramel Cluster, 26.3 Ounce",https://www.amazon.com/dp/B0CB71V975,18.23,,500.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B077LVHVQV,"Kirkland Signature qCqKzc Fancy Mixed Nuts, 40 Ounce (4 Pack)",https://www.amazon.com/dp/B077LVHVQV,91.85,,50.0,,,mismatch,"Kirkland Signature Extra Fancy Mixed Nuts, Salted, 40 oz",19.79,candidate_match,"Formula/flavor differs: fancy, mixed, nuts, qcqkzc vs extra, fancy, mixed, nuts, salted; Unit dimension differs (Amazon count vs Costco weight/volume)",provisional,needs_fee_verification,,,"upc,weight,fba_fee",blocked_mismatch,blocked_mismatch,reject_mismatch,brightdata,,
B08WNNF9LF,USDA Organic,https://www.amazon.com/dp/B08WNNF9LF,19.89,,300.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07HLGK46W,"Kirkland Signature Whole Fancy Cashews Salted and Roasted, 40 oz (Pack of 4)",https://www.amazon.com/dp/B07HLGK46W,90.25,,50.0,,,mismatch,"Kirkland Signature Organic Whole Cashews, Unsalted, Unroasted, 40 oz",21.88,candidate_match,"Formula/flavor differs: cashews, fancy, roasted, salted, whole vs cashews, organic, unroasted, unsalted, whole",provisional,needs_fee_verification,,,"upc,weight,fba_fee",blocked_mismatch,blocked_mismatch,reject_mismatch,brightdata,,
B07VBB1NZG,"Signature Organic Medium Blend Roast, Recyclable K Cup Pods, 3 lb, 120 Count",https://www.amazon.com/dp/B07VBB1NZG,51.26,,600.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0FJGBDMJW,"Breakfast Blend Coffee, Light Roast, Coffee Pods, 120 Count Value Box (Packaging May Vary)(Some Orders will ship in a Brown Box instead of the art printed box) BY Kirkland_Signature",https://www.amazon.com/dp/B0FJGBDMJW,54.99,,200.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B09KMH36RF,mens Modern,https://www.amazon.com/dp/B09KMH36RF,30.99,,100.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B00BCXRFHK,"Pacific Bold K-Cups, 100 Count",https://www.amazon.com/dp/B00BCXRFHK,50.99,,400.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B005C4ZVQW,"Signature Nighttime Sleep Aid (Doxylamine Succinate 25 Mg), 96 Tablets (Pack of 4)",https://www.amazon.com/dp/B005C4ZVQW,21.75,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B078BSCMYX,"Signature dCDtdm Adult Multi Gummies, 160 Count",https://www.amazon.com/dp/B078BSCMYX,13.85,,200.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07N798Y1J,"Signature Calcium Citrate Magnesium and Zinc, 500 Tablets",https://www.amazon.com/dp/B07N798Y1J,,,400.0,,,unmatched,,,,,unavailable,missing_amazon_price,,,"amazon_price,upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B008M2VYOE,"Signature Quit Smoking Nicotine Gum, 4 mg (380 Pieces)",https://www.amazon.com/dp/B008M2VYOE,62.44,,200.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B077NNTH62,"Signature Men's Athletic Sock, 8 Count",https://www.amazon.com/dp/B077NNTH62,19.97,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B077MHYZLB,"Signature dCPnFB Fancy Mixed Nuts, 40 Ounce (2 Pack)",https://www.amazon.com/dp/B077MHYZLB,44.29,,300.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0D3J7YF8W,Physical Gift Card - $100,https://www.amazon.com/dp/B0D3J7YF8W,100.0,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B08TL2GD3Y,Signature King Bright White 680 Thread Count Sheet Set 6 Piece Deep Pockets,https://www.amazon.com/dp/B08TL2GD3Y,110.85,,100.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0849K24NC,"Signature Men's Boxer Brief, 4-Pack - Black-Gray Large",https://www.amazon.com/dp/B0849K24NC,32.99,,,,,mismatch,"Kirkland Signature Men's Boxer Brief, 4-pack",20.89,candidate_match,"Formula/flavor differs: black, boxer, brief, gray, large, men vs boxer, brief, men",provisional,needs_fee_verification,,,"upc,weight,fba_fee",blocked_mismatch,blocked_mismatch,reject_mismatch,brightdata,,
B077GS636P,"Signature Glucosamine with MSM, 375 Tablets",https://www.amazon.com/dp/B077GS636P,20.49,,300.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B00LWE9144,"Signature B-12 5000 mcg, 300 Tablets (2 Pack)",https://www.amazon.com/dp/B00LWE9144,44.39,,300.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0DPY44TGM,"Kirkland Signature Praline Pecans, 2.5 lbs. Item 1209607. Bundle with MORALZA Silicone Collapsible Cup 200ml - 2 Items.",https://www.amazon.com/dp/B0DPY44TGM,32.99,,500.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B078P786SV,Signature Men's 3-Pack/6-Pack Crew Neck T-Shirts 100% Cotton Tagless,https://www.amazon.com/dp/B078P786SV,,,,,,unmatched,,,,,unavailable,missing_amazon_price,,,"amazon_price,upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07H4X93D8,Kirkland Signature Flavored Sparkling Water Variety Club Pack - 24 ct. (17 oz.),https://www.amazon.com/dp/B07H4X93D8,32.0,,50.0,,,mismatch,"Kirkland Signature Sparkling Water, Variety Pack, 12 fl oz, 35 ct",19.57,candidate_match,"Net weight differs (Amazon [('weight', 1.06)] vs Costco [('volume', 12.0)]); Pack/count differs (Amazon [(24.0, 'count')] vs Costco [(35.0, 'count')]); Formula/flavor differs: club, flavored, sparkling, variety, water vs sparkling, variety, water",provisional,needs_fee_verification,,,"upc,weight,fba_fee",blocked_mismatch,blocked_mismatch,reject_mismatch,brightdata,,
B07235JRDM,"Signature AllerClear, 365 Tablets (2 Pack)",https://www.amazon.com/dp/B07235JRDM,34.68,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B01FXMOVZ4,Signature Aller-tec 10mg Tablets - 365 ct - 3 pk,https://www.amazon.com/dp/B01FXMOVZ4,55.95,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0DG48FJ3J,"Signature Ladies' Extra-Fine Merino Wool Crew Socks, Blue, 4 Pairs",https://www.amazon.com/dp/B0DG48FJ3J,26.99,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B00YGMN122,"Signature Adults 50+ Mature Multi, 400 Tablets 1",https://www.amazon.com/dp/B00YGMN122,,,100.0,,,unmatched,,,,,unavailable,missing_amazon_price,,,"amazon_price,upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B081TP43B2,"Signature 680 Thread Count Sheet Set (Queen, White)",https://www.amazon.com/dp/B081TP43B2,100.54,,100.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B089XK85BB,"Signature Men's Boxer Brief, 4-Pack Gray Medium",https://www.amazon.com/dp/B089XK85BB,27.59,,,,,mismatch,"Kirkland Signature Men's Boxer Brief, 4-pack",20.89,candidate_match,"Formula/flavor differs: boxer, brief, gray, medium, men vs boxer, brief, men",provisional,needs_fee_verification,,,"upc,weight,fba_fee",blocked_mismatch,blocked_mismatch,reject_mismatch,brightdata,,
B01N9SOK2Y,Signature Natural Body Wash 27 Fl Oz (Pack of 1),https://www.amazon.com/dp/B01N9SOK2Y,16.89,,100.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
